/usr/local/lib/python3.10/dist-packages/torch/cuda/__init__.py:61: FutureWarning: The pynvml package is deprecated. Please install nvidia-ml-py instead. If you did not install pynvml directly, please report this to the maintainers of the package that installed pynvml for you.
  import pynvml  # type: ignore[import]
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 9, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 26,214,400
  lm_head                 : 5,242,880
  transformer_matrices    : 66,356,800
  scalars                 : 18
  total                   : 103,056,978
Estimated FLOPs per token: 4.826822e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
/usr/local/lib/python3.10/dist-packages/torch/cuda/__init__.py:61: FutureWarning: The pynvml package is deprecated. Please install nvidia-ml-py instead. If you did not install pynvml directly, please report this to the maintainers of the package that installed pynvml for you.
  import pynvml  # type: ignore[import]
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011199 | lrm: 0.00 | dt: 36298ms | tok/sec: 5,416 | mfu: 0.3% | epoch: 1 | remaining: 300s    
step 00587 (26.4%) | loss: 3.075265 | lrm: 0.80 | dt: 138ms | tok/sec: 1,428,612 | mfu: 69.7% | epoch: 1 | remaining: 221s    
step 00588 (26.4%) | loss: 3.076497 | lrm: 0.80 | dt: 135ms | tok/sec: 1,452,730 | mfu: 70.9% | epoch: 1 | remaining: 221s    
step 00589 (26.5%) | loss: 3.079074 | lrm: 0.79 | dt: 135ms | tok/sec: 1,456,036 | mfu: 71.0% | epoch: 1 | remaining: 220s    
step 00590 (26.5%) | loss: 3.082123 | lrm: 0.79 | dt: 139ms | tok/sec: 1,413,132 | mfu: 68.9% | epoch: 1 | remaining: 220s    
step 00591 (26.6%) | loss: 3.084986 | lrm: 0.79 | dt: 139ms | tok/sec: 1,414,861 | mfu: 69.0% | epoch: 1 | remaining: 220s    
step 00592 (26.6%) | loss: 3.075812 | lrm: 0.79 | dt: 137ms | tok/sec: 1,437,225 | mfu: 70.1% | epoch: 1 | remaining: 220s    
step 00593 (26.7%) | loss: 3.069171 | lrm: 0.79 | dt: 137ms | tok/sec: 1,430,096 | mfu: 69.8% | epoch: 1 | remaining: 220s    
step 00594 (26.7%) | loss: 3.064131 | lrm: 0.79 | dt: 138ms | tok/sec: 1,428,013 | mfu: 69.7% | epoch: 1 | remaining: 220s    
step 00595 (26.8%) | loss: 3.065700 | lrm: 0.79 | dt: 135ms | tok/sec: 1,452,794 | mfu: 70.9% | epoch: 1 | remaining: 220s    
step 00596 (26.8%) | loss: 3.068689 | lrm: 0.79 | dt: 136ms | tok/sec: 1,447,048 | mfu: 70.6% | epoch: 1 | remaining: 219s    
step 00597 (26.8%) | loss: 3.067210 | lrm: 0.79 | dt: 135ms | tok/sec: 1,456,710 | mfu: 71.1% | epoch: 1 | remaining: 219s    
step 00598 (26.9%) | loss: 3.067117 | lrm: 0.79 | dt: 136ms | tok/sec: 1,441,495 | mfu: 70.3% | epoch: 1 | remaining: 219s    
step 00599 (26.9%) | loss: 3.068345 | lrm: 0.79 | dt: 139ms | tok/sec: 1,411,751 | mfu: 68.9% | epoch: 1 | remaining: 219s    
step 00600 (27.0%) | loss: 3.073301 | lrm: 0.79 | dt: 137ms | tok/sec: 1,436,341 | mfu: 70.1% | epoch: 1 | remaining: 219s    
step 00601 (27.0%) | loss: 3.074296 | lrm: 0.79 | dt: 135ms | tok/sec: 1,453,754 | mfu: 70.9% | epoch: 1 | remaining: 219s    
step 00602 (27.1%) | loss: 3.073326 | lrm: 0.79 | dt: 136ms | tok/sec: 1,445,870 | mfu: 70.5% | epoch: 1 | remaining: 219s    
step 00603 (27.1%) | loss: 3.075430 | lrm: 0.79 | dt: 134ms | tok/sec: 1,465,353 | mfu: 71.5% | epoch: 1 | remaining: 219s    
step 00604 (27.2%) | loss: 3.077513 | lrm: 0.79 | dt: 136ms | tok/sec: 1,450,543 | mfu: 70.8% | epoch: 1 | remaining: 218s    
step 00605 (27.2%) | loss: 3.075667 | lrm: 0.79 | dt: 135ms | tok/sec: 1,453,616 | mfu: 70.9% | epoch: 1 | remaining: 218s    
step 00606 (27.3%) | loss: 3.075755 | lrm: 0.79 | dt: 134ms | tok/sec: 1,466,093 | mfu: 71.5% | epoch: 1 | remaining: 218s    
step 00607 (27.3%) | loss: 3.073436 | lrm: 0.79 | dt: 136ms | tok/sec: 1,448,873 | mfu: 70.7% | epoch: 1 | remaining: 218s    
step 00608 (27.3%) | loss: 3.075118 | lrm: 0.79 | dt: 137ms | tok/sec: 1,437,899 | mfu: 70.1% | epoch: 1 | remaining: 218s    
step 00609 (27.4%) | loss: 3.076648 | lrm: 0.79 | dt: 141ms | tok/sec: 1,389,940 | mfu: 67.8% | epoch: 1 | remaining: 218s    
step 00610 (27.4%) | loss: 3.072959 | lrm: 0.78 | dt: 138ms | tok/sec: 1,426,018 | mfu: 69.6% | epoch: 1 | remaining: 218s    
step 00611 (27.5%) | loss: 3.074568 | lrm: 0.78 | dt: 136ms | tok/sec: 1,447,762 | mfu: 70.6% | epoch: 1 | remaining: 217s    
step 00612 (27.5%) | loss: 3.072857 | lrm: 0.78 | dt: 136ms | tok/sec: 1,443,059 | mfu: 70.4% | epoch: 1 | remaining: 217s    
step 00613 (27.6%) | loss: 3.073266 | lrm: 0.78 | dt: 134ms | tok/sec: 1,465,208 | mfu: 71.5% | epoch: 1 | remaining: 217s    
step 00614 (27.6%) | loss: 3.074465 | lrm: 0.78 | dt: 136ms | tok/sec: 1,447,393 | mfu: 70.6% | epoch: 1 | remaining: 217s    
step 00615 (27.7%) | loss: 3.076403 | lrm: 0.78 | dt: 137ms | tok/sec: 1,435,059 | mfu: 70.0% | epoch: 1 | remaining: 217s    
step 00616 (27.7%) | loss: 3.077746 | lrm: 0.78 | dt: 137ms | tok/sec: 1,435,094 | mfu: 70.0% | epoch: 1 | remaining: 217s    
step 00617 (27.8%) | loss: 3.082872 | lrm: 0.78 | dt: 214ms | tok/sec: 917,407 | mfu: 44.8% | epoch: 1 | remaining: 217s    
step 00618 (27.8%) | loss: 3.077849 | lrm: 0.78 | dt: 132ms | tok/sec: 1,491,478 | mfu: 72.8% | epoch: 1 | remaining: 216s    
step 00619 (27.9%) | loss: 3.072107 | lrm: 0.78 | dt: 137ms | tok/sec: 1,436,729 | mfu: 70.1% | epoch: 1 | remaining: 216s    
step 00620 (27.9%) | loss: 3.068477 | lrm: 0.78 | dt: 132ms | tok/sec: 1,484,419 | mfu: 72.4% | epoch: 1 | remaining: 216s    
step 00621 (28.0%) | loss: 3.066630 | lrm: 0.78 | dt: 134ms | tok/sec: 1,466,370 | mfu: 71.5% | epoch: 1 | remaining: 216s    
step 00622 (28.0%) | loss: 3.067227 | lrm: 0.78 | dt: 139ms | tok/sec: 1,419,081 | mfu: 69.2% | epoch: 1 | remaining: 216s    
step 00623 (28.1%) | loss: 3.063609 | lrm: 0.78 | dt: 137ms | tok/sec: 1,432,528 | mfu: 69.9% | epoch: 1 | remaining: 216s    
step 00624 (28.1%) | loss: 3.066250 | lrm: 0.78 | dt: 137ms | tok/sec: 1,430,324 | mfu: 69.8% | epoch: 1 | remaining: 216s    
step 00625 (28.1%) | loss: 3.073352 | lrm: 0.78 | dt: 137ms | tok/sec: 1,438,034 | mfu: 70.1% | epoch: 1 | remaining: 215s    
step 00626 (28.2%) | loss: 3.065002 | lrm: 0.78 | dt: 136ms | tok/sec: 1,449,355 | mfu: 70.7% | epoch: 1 | remaining: 215s    
step 00627 (28.2%) | loss: 3.067554 | lrm: 0.78 | dt: 134ms | tok/sec: 1,466,886 | mfu: 71.6% | epoch: 1 | remaining: 215s    
step 00628 (28.3%) | loss: 3.064836 | lrm: 0.78 | dt: 139ms | tok/sec: 1,415,740 | mfu: 69.1% | epoch: 1 | remaining: 215s    
step 00629 (28.3%) | loss: 3.063886 | lrm: 0.78 | dt: 137ms | tok/sec: 1,436,977 | mfu: 70.1% | epoch: 1 | remaining: 215s    
step 00630 (28.4%) | loss: 3.061899 | lrm: 0.77 | dt: 137ms | tok/sec: 1,430,798 | mfu: 69.8% | epoch: 1 | remaining: 215s    
step 00631 (28.4%) | loss: 3.060377 | lrm: 0.77 | dt: 134ms | tok/sec: 1,464,076 | mfu: 71.4% | epoch: 1 | remaining: 215s    
step 00632 (28.5%) | loss: 3.066391 | lrm: 0.77 | dt: 136ms | tok/sec: 1,447,218 | mfu: 70.6% | epoch: 1 | remaining: 214s    
step 00633 (28.5%) | loss: 3.064749 | lrm: 0.77 | dt: 134ms | tok/sec: 1,471,007 | mfu: 71.8% | epoch: 1 | remaining: 214s    
step 00634 (28.5%) | loss: 3.061398 | lrm: 0.77 | dt: 139ms | tok/sec: 1,412,946 | mfu: 68.9% | epoch: 1 | remaining: 214s    
step 00635 (28.6%) | loss: 3.062508 | lrm: 0.77 | dt: 136ms | tok/sec: 1,445,921 | mfu: 70.5% | epoch: 1 | remaining: 214s    
step 00636 (28.6%) | loss: 3.064781 | lrm: 0.77 | dt: 136ms | tok/sec: 1,440,649 | mfu: 70.3% | epoch: 1 | remaining: 214s    
step 00637 (28.7%) | loss: 3.063950 | lrm: 0.77 | dt: 136ms | tok/sec: 1,442,494 | mfu: 70.4% | epoch: 1 | remaining: 214s    
step 00638 (28.7%) | loss: 3.065814 | lrm: 0.77 | dt: 133ms | tok/sec: 1,479,622 | mfu: 72.2% | epoch: 1 | remaining: 214s    
step 00639 (28.8%) | loss: 3.065893 | lrm: 0.77 | dt: 137ms | tok/sec: 1,431,372 | mfu: 69.8% | epoch: 1 | remaining: 214s    
step 00640 (28.8%) | loss: 3.061955 | lrm: 0.77 | dt: 137ms | tok/sec: 1,439,777 | mfu: 70.2% | epoch: 1 | remaining: 213s    
step 00641 (28.9%) | loss: 3.056310 | lrm: 0.77 | dt: 136ms | tok/sec: 1,443,608 | mfu: 70.4% | epoch: 1 | remaining: 213s    
step 00642 (28.9%) | loss: 3.051107 | lrm: 0.77 | dt: 137ms | tok/sec: 1,436,313 | mfu: 70.1% | epoch: 1 | remaining: 213s    
step 00643 (29.0%) | loss: 3.041830 | lrm: 0.77 | dt: 135ms | tok/sec: 1,459,611 | mfu: 71.2% | epoch: 1 | remaining: 213s    
step 00644 (29.0%) | loss: 3.044559 | lrm: 0.77 | dt: 138ms | tok/sec: 1,420,565 | mfu: 69.3% | epoch: 1 | remaining: 213s    
step 00645 (29.1%) | loss: 3.042932 | lrm: 0.77 | dt: 137ms | tok/sec: 1,434,692 | mfu: 70.0% | epoch: 1 | remaining: 213s    
step 00646 (29.1%) | loss: 3.040160 | lrm: 0.77 | dt: 137ms | tok/sec: 1,433,218 | mfu: 69.9% | epoch: 1 | remaining: 213s    
step 00647 (29.1%) | loss: 3.043787 | lrm: 0.77 | dt: 135ms | tok/sec: 1,453,388 | mfu: 70.9% | epoch: 1 | remaining: 212s    
step 00648 (29.2%) | loss: 3.046460 | lrm: 0.77 | dt: 137ms | tok/sec: 1,438,727 | mfu: 70.2% | epoch: 1 | remaining: 212s    
step 00649 (29.2%) | loss: 3.050826 | lrm: 0.77 | dt: 136ms | tok/sec: 1,448,662 | mfu: 70.7% | epoch: 1 | remaining: 212s    
step 00650 (29.3%) | loss: 3.050487 | lrm: 0.77 | dt: 138ms | tok/sec: 1,424,405 | mfu: 69.5% | epoch: 1 | remaining: 212s    
step 00651 (29.3%) | loss: 3.053618 | lrm: 0.76 | dt: 137ms | tok/sec: 1,435,191 | mfu: 70.0% | epoch: 1 | remaining: 212s    
step 00652 (29.4%) | loss: 3.055617 | lrm: 0.76 | dt: 135ms | tok/sec: 1,451,132 | mfu: 70.8% | epoch: 1 | remaining: 212s    
step 00653 (29.4%) | loss: 3.056974 | lrm: 0.76 | dt: 136ms | tok/sec: 1,446,012 | mfu: 70.5% | epoch: 1 | remaining: 212s    
step 00654 (29.5%) | loss: 3.055105 | lrm: 0.76 | dt: 136ms | tok/sec: 1,441,637 | mfu: 70.3% | epoch: 1 | remaining: 211s    
step 00655 (29.5%) | loss: 3.045244 | lrm: 0.76 | dt: 135ms | tok/sec: 1,452,579 | mfu: 70.9% | epoch: 1 | remaining: 211s    
step 00656 (29.6%) | loss: 3.043390 | lrm: 0.76 | dt: 138ms | tok/sec: 1,424,547 | mfu: 69.5% | epoch: 1 | remaining: 211s    
step 00657 (29.6%) | loss: 3.036646 | lrm: 0.76 | dt: 137ms | tok/sec: 1,434,417 | mfu: 70.0% | epoch: 1 | remaining: 211s    
step 00658 (29.6%) | loss: 3.037943 | lrm: 0.76 | dt: 136ms | tok/sec: 1,444,898 | mfu: 70.5% | epoch: 1 | remaining: 211s    
step 00659 (29.7%) | loss: 3.042533 | lrm: 0.76 | dt: 135ms | tok/sec: 1,451,270 | mfu: 70.8% | epoch: 1 | remaining: 211s    
step 00660 (29.7%) | loss: 3.033320 | lrm: 0.76 | dt: 135ms | tok/sec: 1,453,078 | mfu: 70.9% | epoch: 1 | remaining: 211s    
step 00661 (29.8%) | loss: 3.030018 | lrm: 0.76 | dt: 137ms | tok/sec: 1,430,999 | mfu: 69.8% | epoch: 1 | remaining: 211s    
step 00662 (29.8%) | loss: 3.031939 | lrm: 0.76 | dt: 136ms | tok/sec: 1,450,081 | mfu: 70.7% | epoch: 1 | remaining: 210s    
step 00663 (29.9%) | loss: 3.034950 | lrm: 0.76 | dt: 136ms | tok/sec: 1,442,620 | mfu: 70.4% | epoch: 1 | remaining: 210s    
step 00664 (29.9%) | loss: 3.037434 | lrm: 0.76 | dt: 135ms | tok/sec: 1,457,787 | mfu: 71.1% | epoch: 1 | remaining: 210s    
step 00665 (30.0%) | loss: 3.038177 | lrm: 0.76 | dt: 137ms | tok/sec: 1,432,053 | mfu: 69.9% | epoch: 1 | remaining: 210s    
step 00666 (30.0%) | loss: 3.040038 | lrm: 0.76 | dt: 134ms | tok/sec: 1,463,785 | mfu: 71.4% | epoch: 1 | remaining: 210s    
step 00667 (30.0%) | loss: 3.033888 | lrm: 0.76 | dt: 138ms | tok/sec: 1,422,888 | mfu: 69.4% | epoch: 1 | remaining: 210s    
step 00668 (30.1%) | loss: 3.036961 | lrm: 0.76 | dt: 137ms | tok/sec: 1,439,086 | mfu: 70.2% | epoch: 1 | remaining: 210s    
step 00669 (30.1%) | loss: 3.036174 | lrm: 0.76 | dt: 137ms | tok/sec: 1,439,668 | mfu: 70.2% | epoch: 1 | remaining: 209s    
step 00670 (30.2%) | loss: 3.035031 | lrm: 0.76 | dt: 137ms | tok/sec: 1,437,300 | mfu: 70.1% | epoch: 1 | remaining: 209s    
step 00671 (30.2%) | loss: 3.038658 | lrm: 0.76 | dt: 136ms | tok/sec: 1,442,550 | mfu: 70.4% | epoch: 1 | remaining: 209s    
step 00672 (30.3%) | loss: 3.036627 | lrm: 0.75 | dt: 135ms | tok/sec: 1,452,267 | mfu: 70.8% | epoch: 1 | remaining: 209s    
step 00673 (30.3%) | loss: 3.039729 | lrm: 0.75 | dt: 139ms | tok/sec: 1,414,839 | mfu: 69.0% | epoch: 1 | remaining: 209s    
step 00674 (30.4%) | loss: 3.040420 | lrm: 0.75 | dt: 137ms | tok/sec: 1,435,936 | mfu: 70.0% | epoch: 1 | remaining: 209s    
step 00675 (30.4%) | loss: 3.039069 | lrm: 0.75 | dt: 137ms | tok/sec: 1,437,696 | mfu: 70.1% | epoch: 1 | remaining: 209s    
step 00676 (30.5%) | loss: 3.048226 | lrm: 0.75 | dt: 136ms | tok/sec: 1,447,088 | mfu: 70.6% | epoch: 1 | remaining: 208s    
step 00677 (30.5%) | loss: 3.039321 | lrm: 0.75 | dt: 134ms | tok/sec: 1,467,458 | mfu: 71.6% | epoch: 1 | remaining: 208s    
step 00678 (30.6%) | loss: 3.031765 | lrm: 0.75 | dt: 138ms | tok/sec: 1,422,047 | mfu: 69.4% | epoch: 1 | remaining: 208s    
step 00679 (30.6%) | loss: 3.037690 | lrm: 0.75 | dt: 135ms | tok/sec: 1,452,932 | mfu: 70.9% | epoch: 1 | remaining: 208s    
step 00680 (30.6%) | loss: 3.030354 | lrm: 0.75 | dt: 138ms | tok/sec: 1,427,905 | mfu: 69.7% | epoch: 1 | remaining: 208s    
step 00681 (30.7%) | loss: 3.035452 | lrm: 0.75 | dt: 135ms | tok/sec: 1,452,919 | mfu: 70.9% | epoch: 1 | remaining: 208s    
step 00682 (30.7%) | loss: 3.034725 | lrm: 0.75 | dt: 135ms | tok/sec: 1,454,177 | mfu: 70.9% | epoch: 1 | remaining: 208s    
step 00683 (30.8%) | loss: 3.032329 | lrm: 0.75 | dt: 137ms | tok/sec: 1,440,111 | mfu: 70.2% | epoch: 1 | remaining: 208s    
step 00684 (30.8%) | loss: 3.027945 | lrm: 0.75 | dt: 138ms | tok/sec: 1,426,971 | mfu: 69.6% | epoch: 1 | remaining: 207s    
step 00685 (30.9%) | loss: 3.028783 | lrm: 0.75 | dt: 137ms | tok/sec: 1,436,937 | mfu: 70.1% | epoch: 1 | remaining: 207s    
step 00686 (30.9%) | loss: 3.021412 | lrm: 0.75 | dt: 137ms | tok/sec: 1,437,149 | mfu: 70.1% | epoch: 1 | remaining: 207s    
step 00687 (31.0%) | loss: 3.026716 | lrm: 0.75 | dt: 135ms | tok/sec: 1,460,198 | mfu: 71.2% | epoch: 1 | remaining: 207s    
step 00688 (31.0%) | loss: 3.024347 | lrm: 0.75 | dt: 135ms | tok/sec: 1,451,538 | mfu: 70.8% | epoch: 1 | remaining: 207s    
step 00689 (31.1%) | loss: 3.025395 | lrm: 0.75 | dt: 138ms | tok/sec: 1,428,206 | mfu: 69.7% | epoch: 1 | remaining: 207s    
step 00690 (31.1%) | loss: 3.022579 | lrm: 0.75 | dt: 140ms | tok/sec: 1,402,619 | mfu: 68.4% | epoch: 1 | remaining: 207s    
step 00691 (31.1%) | loss: 3.024721 | lrm: 0.75 | dt: 137ms | tok/sec: 1,436,518 | mfu: 70.1% | epoch: 1 | remaining: 206s    
step 00692 (31.2%) | loss: 3.025377 | lrm: 0.75 | dt: 137ms | tok/sec: 1,429,878 | mfu: 69.8% | epoch: 1 | remaining: 206s    
step 00693 (31.2%) | loss: 3.029175 | lrm: 0.74 | dt: 135ms | tok/sec: 1,456,646 | mfu: 71.1% | epoch: 1 | remaining: 206s    
step 00694 (31.3%) | loss: 3.031308 | lrm: 0.74 | dt: 137ms | tok/sec: 1,432,762 | mfu: 69.9% | epoch: 1 | remaining: 206s    
step 00695 (31.3%) | loss: 3.028038 | lrm: 0.74 | dt: 134ms | tok/sec: 1,469,133 | mfu: 71.7% | epoch: 1 | remaining: 206s    
step 00696 (31.4%) | loss: 3.029754 | lrm: 0.74 | dt: 139ms | tok/sec: 1,412,474 | mfu: 68.9% | epoch: 1 | remaining: 206s    
step 00697 (31.4%) | loss: 3.027451 | lrm: 0.74 | dt: 137ms | tok/sec: 1,436,559 | mfu: 70.1% | epoch: 1 | remaining: 206s    
step 00698 (31.5%) | loss: 3.025508 | lrm: 0.74 | dt: 136ms | tok/sec: 1,447,167 | mfu: 70.6% | epoch: 1 | remaining: 205s    
step 00699 (31.5%) | loss: 3.028179 | lrm: 0.74 | dt: 134ms | tok/sec: 1,463,871 | mfu: 71.4% | epoch: 1 | remaining: 205s    
step 00700 (31.6%) | loss: 3.029970 | lrm: 0.74 | dt: 134ms | tok/sec: 1,472,084 | mfu: 71.8% | epoch: 1 | remaining: 205s    
step 00701 (31.6%) | loss: 3.025295 | lrm: 0.74 | dt: 140ms | tok/sec: 1,405,045 | mfu: 68.5% | epoch: 1 | remaining: 205s    
step 00702 (31.6%) | loss: 3.021157 | lrm: 0.74 | dt: 138ms | tok/sec: 1,420,097 | mfu: 69.3% | epoch: 1 | remaining: 205s    
step 00703 (31.7%) | loss: 3.026105 | lrm: 0.74 | dt: 136ms | tok/sec: 1,440,614 | mfu: 70.3% | epoch: 1 | remaining: 205s    
step 00704 (31.7%) | loss: 3.024685 | lrm: 0.74 | dt: 135ms | tok/sec: 1,452,351 | mfu: 70.8% | epoch: 1 | remaining: 205s    
step 00705 (31.8%) | loss: 3.022670 | lrm: 0.74 | dt: 136ms | tok/sec: 1,443,919 | mfu: 70.4% | epoch: 1 | remaining: 205s    
step 00706 (31.8%) | loss: 3.026031 | lrm: 0.74 | dt: 136ms | tok/sec: 1,446,243 | mfu: 70.5% | epoch: 1 | remaining: 204s    
step 00707 (31.9%) | loss: 3.021885 | lrm: 0.74 | dt: 137ms | tok/sec: 1,440,008 | mfu: 70.2% | epoch: 1 | remaining: 204s    
step 00708 (31.9%) | loss: 3.020352 | lrm: 0.74 | dt: 140ms | tok/sec: 1,406,420 | mfu: 68.6% | epoch: 1 | remaining: 204s    
step 00709 (32.0%) | loss: 3.017040 | lrm: 0.74 | dt: 137ms | tok/sec: 1,435,328 | mfu: 70.0% | epoch: 1 | remaining: 204s    
step 00710 (32.0%) | loss: 3.021752 | lrm: 0.74 | dt: 136ms | tok/sec: 1,448,036 | mfu: 70.6% | epoch: 1 | remaining: 204s    
step 00711 (32.1%) | loss: 3.017779 | lrm: 0.74 | dt: 135ms | tok/sec: 1,460,754 | mfu: 71.3% | epoch: 1 | remaining: 204s    
step 00712 (32.1%) | loss: 3.014591 | lrm: 0.74 | dt: 133ms | tok/sec: 1,475,751 | mfu: 72.0% | epoch: 1 | remaining: 204s    
step 00713 (32.1%) | loss: 3.016706 | lrm: 0.74 | dt: 138ms | tok/sec: 1,428,800 | mfu: 69.7% | epoch: 1 | remaining: 203s    
step 00714 (32.2%) | loss: 3.011082 | lrm: 0.73 | dt: 139ms | tok/sec: 1,414,366 | mfu: 69.0% | epoch: 1 | remaining: 203s    
step 00715 (32.2%) | loss: 3.006730 | lrm: 0.73 | dt: 139ms | tok/sec: 1,410,430 | mfu: 68.8% | epoch: 1 | remaining: 203s    
step 00716 (32.3%) | loss: 3.006125 | lrm: 0.73 | dt: 136ms | tok/sec: 1,447,383 | mfu: 70.6% | epoch: 1 | remaining: 203s    
step 00717 (32.3%) | loss: 3.011814 | lrm: 0.73 | dt: 134ms | tok/sec: 1,464,812 | mfu: 71.5% | epoch: 1 | remaining: 203s    
step 00718 (32.4%) | loss: 3.014882 | lrm: 0.73 | dt: 136ms | tok/sec: 1,450,466 | mfu: 70.8% | epoch: 1 | remaining: 203s    
step 00719 (32.4%) | loss: 3.009823 | lrm: 0.73 | dt: 137ms | tok/sec: 1,439,686 | mfu: 70.2% | epoch: 1 | remaining: 203s    
step 00720 (32.5%) | loss: 3.013279 | lrm: 0.73 | dt: 138ms | tok/sec: 1,427,912 | mfu: 69.7% | epoch: 1 | remaining: 202s    
step 00721 (32.5%) | loss: 3.011854 | lrm: 0.73 | dt: 138ms | tok/sec: 1,425,508 | mfu: 69.5% | epoch: 1 | remaining: 202s    
step 00722 (32.6%) | loss: 3.014419 | lrm: 0.73 | dt: 136ms | tok/sec: 1,446,279 | mfu: 70.6% | epoch: 1 | remaining: 202s    
step 00723 (32.6%) | loss: 3.009216 | lrm: 0.73 | dt: 137ms | tok/sec: 1,432,635 | mfu: 69.9% | epoch: 1 | remaining: 202s    
step 00724 (32.6%) | loss: 3.011922 | lrm: 0.73 | dt: 134ms | tok/sec: 1,467,507 | mfu: 71.6% | epoch: 1 | remaining: 202s    
step 00725 (32.7%) | loss: 3.010585 | lrm: 0.73 | dt: 137ms | tok/sec: 1,437,465 | mfu: 70.1% | epoch: 1 | remaining: 202s    
step 00726 (32.7%) | loss: 3.013337 | lrm: 0.73 | dt: 139ms | tok/sec: 1,418,512 | mfu: 69.2% | epoch: 1 | remaining: 202s    
step 00727 (32.8%) | loss: 3.017673 | lrm: 0.73 | dt: 138ms | tok/sec: 1,424,973 | mfu: 69.5% | epoch: 1 | remaining: 202s    
step 00728 (32.8%) | loss: 3.014690 | lrm: 0.73 | dt: 137ms | tok/sec: 1,429,952 | mfu: 69.8% | epoch: 1 | remaining: 201s    
step 00729 (32.9%) | loss: 3.014261 | lrm: 0.73 | dt: 135ms | tok/sec: 1,460,306 | mfu: 71.2% | epoch: 1 | remaining: 201s    
step 00730 (32.9%) | loss: 3.011692 | lrm: 0.73 | dt: 134ms | tok/sec: 1,464,666 | mfu: 71.4% | epoch: 1 | remaining: 201s    
step 00731 (33.0%) | loss: 3.013369 | lrm: 0.73 | dt: 136ms | tok/sec: 1,442,524 | mfu: 70.4% | epoch: 1 | remaining: 201s    
step 00732 (33.0%) | loss: 3.014415 | lrm: 0.73 | dt: 137ms | tok/sec: 1,439,513 | mfu: 70.2% | epoch: 1 | remaining: 201s    
step 00733 (33.1%) | loss: 3.013672 | lrm: 0.73 | dt: 138ms | tok/sec: 1,427,613 | mfu: 69.6% | epoch: 1 | remaining: 201s    
step 00734 (33.1%) | loss: 3.013618 | lrm: 0.72 | dt: 137ms | tok/sec: 1,433,751 | mfu: 69.9% | epoch: 1 | remaining: 201s    
step 00735 (33.1%) | loss: 3.007881 | lrm: 0.72 | dt: 138ms | tok/sec: 1,422,515 | mfu: 69.4% | epoch: 1 | remaining: 200s    
step 00736 (33.2%) | loss: 3.008484 | lrm: 0.72 | dt: 135ms | tok/sec: 1,458,364 | mfu: 71.1% | epoch: 1 | remaining: 200s    
step 00737 (33.2%) | loss: 3.011906 | lrm: 0.72 | dt: 138ms | tok/sec: 1,423,672 | mfu: 69.4% | epoch: 1 | remaining: 200s    
step 00738 (33.3%) | loss: 3.016912 | lrm: 0.72 | dt: 136ms | tok/sec: 1,444,505 | mfu: 70.5% | epoch: 1 | remaining: 200s    
step 00739 (33.3%) | loss: 3.012186 | lrm: 0.72 | dt: 136ms | tok/sec: 1,450,134 | mfu: 70.7% | epoch: 1 | remaining: 200s    
step 00740 (33.4%) | loss: 3.010006 | lrm: 0.72 | dt: 136ms | tok/sec: 1,441,213 | mfu: 70.3% | epoch: 1 | remaining: 200s    
step 00741 (33.4%) | loss: 3.012281 | lrm: 0.72 | dt: 136ms | tok/sec: 1,441,057 | mfu: 70.3% | epoch: 1 | remaining: 200s    
step 00742 (33.5%) | loss: 3.012834 | lrm: 0.72 | dt: 133ms | tok/sec: 1,473,331 | mfu: 71.9% | epoch: 1 | remaining: 199s    
step 00743 (33.5%) | loss: 3.008749 | lrm: 0.72 | dt: 137ms | tok/sec: 1,432,471 | mfu: 69.9% | epoch: 1 | remaining: 199s    
step 00744 (33.6%) | loss: 3.009674 | lrm: 0.72 | dt: 140ms | tok/sec: 1,400,247 | mfu: 68.3% | epoch: 1 | remaining: 199s    
step 00745 (33.6%) | loss: 3.012414 | lrm: 0.72 | dt: 138ms | tok/sec: 1,420,271 | mfu: 69.3% | epoch: 1 | remaining: 199s    
step 00746 (33.6%) | loss: 3.009104 | lrm: 0.72 | dt: 135ms | tok/sec: 1,452,085 | mfu: 70.8% | epoch: 1 | remaining: 199s    
step 00747 (33.7%) | loss: 3.009906 | lrm: 0.72 | dt: 136ms | tok/sec: 1,449,566 | mfu: 70.7% | epoch: 1 | remaining: 199s    
step 00748 (33.7%) | loss: 3.007683 | lrm: 0.72 | dt: 135ms | tok/sec: 1,455,774 | mfu: 71.0% | epoch: 1 | remaining: 199s    
step 00749 (33.8%) | loss: 3.012133 | lrm: 0.72 | dt: 137ms | tok/sec: 1,437,500 | mfu: 70.1% | epoch: 1 | remaining: 199s    
step 00750 (33.8%) | loss: 3.013668 | lrm: 0.72 | dt: 137ms | tok/sec: 1,430,203 | mfu: 69.8% | epoch: 1 | remaining: 198s    
step 00751 (33.9%) | loss: 3.013754 | lrm: 0.72 | dt: 138ms | tok/sec: 1,428,402 | mfu: 69.7% | epoch: 1 | remaining: 198s    
